Entrez	Accession	Species	Gene Name
319713	Q52KR1	Mus musculus	"actin binding LIM protein family, member 3"
319713	Q69ZX8	Mus musculus	"actin binding LIM protein family, member 3"
319713	Q6PAI7	Mus musculus	"actin binding LIM protein family, member 3"
403187	Q8C6Z9	Mus musculus	optic atrophy 3 (human)
403187	Q505D7	Mus musculus	optic atrophy 3 (human)
12632	P45591	Mus musculus	"cofilin 2, muscle"
12632	Q3UHW9	Mus musculus	"cofilin 2, muscle"
54195	O54865	Mus musculus	"guanylate cyclase 1, soluble, beta 3"
54195	Q3UTI4	Mus musculus	"guanylate cyclase 1, soluble, beta 3"
54195	Q80YP4	Mus musculus	"guanylate cyclase 1, soluble, beta 3"
12631	Q544Y7	Mus musculus	"cofilin 1, non-muscle; similar to Cofilin-1 (Cofilin, non-muscle isoform); predicted gene 6180"
12631	Q9CX22	Mus musculus	"cofilin 1, non-muscle; similar to Cofilin-1 (Cofilin, non-muscle isoform); predicted gene 6180"
12631	P18760	Mus musculus	"cofilin 1, non-muscle; similar to Cofilin-1 (Cofilin, non-muscle isoform); predicted gene 6180"
52055	Q3UM85	Mus musculus	RAB11 family interacting protein 5 (class I)
52055	Q6ZQ33	Mus musculus	RAB11 family interacting protein 5 (class I)
52055	Q8R361	Mus musculus	RAB11 family interacting protein 5 (class I)
52055	C4IXU4	Mus musculus	RAB11 family interacting protein 5 (class I)
56149	Q9JKL0	Mus musculus	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein
56149	Q9JJA9	Mus musculus	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein
19179	P49014	Mus musculus	"similar to peptidase (prosome, macropain) 26S subunit, ATPase 1; protease (prosome, macropain) 26S subunit, ATPase 1"
19179	Q03527	Mus musculus	"similar to peptidase (prosome, macropain) 26S subunit, ATPase 1; protease (prosome, macropain) 26S subunit, ATPase 1"
19179	Q96AZ3	Mus musculus	"similar to peptidase (prosome, macropain) 26S subunit, ATPase 1; protease (prosome, macropain) 26S subunit, ATPase 1"
19179	Q542I9	Mus musculus	"similar to peptidase (prosome, macropain) 26S subunit, ATPase 1; protease (prosome, macropain) 26S subunit, ATPase 1"
19179	P62192	Mus musculus	"similar to peptidase (prosome, macropain) 26S subunit, ATPase 1; protease (prosome, macropain) 26S subunit, ATPase 1"
52882	Q8BQP9	Mus musculus	regulator of G-protein signalling 7 binding protein
52882	Q3UVC4	Mus musculus	regulator of G-protein signalling 7 binding protein
52882	Q0VF69	Mus musculus	regulator of G-protein signalling 7 binding protein
52882	Q9CTP1	Mus musculus	regulator of G-protein signalling 7 binding protein
52882	Q8CBD6	Mus musculus	regulator of G-protein signalling 7 binding protein
99633	Q0P6A0	Mus musculus	latrophilin 2
99633	Q8BM90	Mus musculus	latrophilin 2
99633	Q3UQ39	Mus musculus	latrophilin 2
99633	Q8JZZ7	Mus musculus	latrophilin 2
19175	Q8BJX9	Mus musculus	"proteasome (prosome, macropain) subunit, beta type 6"
19175	Q3V240	Mus musculus	"proteasome (prosome, macropain) subunit, beta type 6"
19175	A2CFA7	Mus musculus	"proteasome (prosome, macropain) subunit, beta type 6"
19175	Q91VH5	Mus musculus	"proteasome (prosome, macropain) subunit, beta type 6"
19175	Q60693	Mus musculus	"proteasome (prosome, macropain) subunit, beta type 6"
19175	Q60692	Mus musculus	"proteasome (prosome, macropain) subunit, beta type 6"
239667	B2RQC7	Mus musculus	DIP2 disco-interacting protein 2 homolog B (Drosophila)
239667	Q8CDG9	Mus musculus	DIP2 disco-interacting protein 2 homolog B (Drosophila)
239667	Q8C1W5	Mus musculus	DIP2 disco-interacting protein 2 homolog B (Drosophila)
239667	Q8CHA2	Mus musculus	DIP2 disco-interacting protein 2 homolog B (Drosophila)
239667	Q3UH60	Mus musculus	DIP2 disco-interacting protein 2 homolog B (Drosophila)
59079	Q99JU3	Mus musculus	Erbb2 interacting protein
59079	Q8K171	Mus musculus	Erbb2 interacting protein
59079	B2RUK2	Mus musculus	Erbb2 interacting protein
59079	Q8BQ14	Mus musculus	Erbb2 interacting protein
59079	B2RUJ2	Mus musculus	Erbb2 interacting protein
59079	Q8CE41	Mus musculus	Erbb2 interacting protein
59079	Q80TH2	Mus musculus	Erbb2 interacting protein
59079	Q9JI47	Mus musculus	Erbb2 interacting protein
18746	Q3TBW5	Mus musculus	"predicted gene 6560; predicted gene 2124; predicted gene 6992; pyruvate kinase, muscle; similar to M2-type pyruvate kinase"
18746	P52480	Mus musculus	"predicted gene 6560; predicted gene 2124; predicted gene 6992; pyruvate kinase, muscle; similar to M2-type pyruvate kinase"
18746	Q9CWB1	Mus musculus	"predicted gene 6560; predicted gene 2124; predicted gene 6992; pyruvate kinase, muscle; similar to M2-type pyruvate kinase"
18746	Q3TC59	Mus musculus	"predicted gene 6560; predicted gene 2124; predicted gene 6992; pyruvate kinase, muscle; similar to M2-type pyruvate kinase"
18746	Q4VC20	Mus musculus	"predicted gene 6560; predicted gene 2124; predicted gene 6992; pyruvate kinase, muscle; similar to M2-type pyruvate kinase"
18746	Q3U5P6	Mus musculus	"predicted gene 6560; predicted gene 2124; predicted gene 6992; pyruvate kinase, muscle; similar to M2-type pyruvate kinase"
18746	Q91YI8	Mus musculus	"predicted gene 6560; predicted gene 2124; predicted gene 6992; pyruvate kinase, muscle; similar to M2-type pyruvate kinase"
18746	Q64484	Mus musculus	"predicted gene 6560; predicted gene 2124; predicted gene 6992; pyruvate kinase, muscle; similar to M2-type pyruvate kinase"
18746	Q3TBV8	Mus musculus	"predicted gene 6560; predicted gene 2124; predicted gene 6992; pyruvate kinase, muscle; similar to M2-type pyruvate kinase"
18746	Q3U1X3	Mus musculus	"predicted gene 6560; predicted gene 2124; predicted gene 6992; pyruvate kinase, muscle; similar to M2-type pyruvate kinase"
72160	Q8C8I2	Mus musculus	hypothetical protein LOC100047091; transmembrane protein 163
72160	Q8C996	Mus musculus	hypothetical protein LOC100047091; transmembrane protein 163
72160	Q9D0E0	Mus musculus	hypothetical protein LOC100047091; transmembrane protein 163
230235	Q8BYS5	Mus musculus	RIKEN cDNA 6430704M03 gene
230235	A3KMM1	Mus musculus	RIKEN cDNA 6430704M03 gene
230235	B1AXV0	Mus musculus	RIKEN cDNA 6430704M03 gene
230235	Q8BVG0	Mus musculus	RIKEN cDNA 6430704M03 gene
18749	Q3TQH5	Mus musculus	"protein kinase, cAMP dependent, catalytic, beta"
18749	Q3UTH5	Mus musculus	"protein kinase, cAMP dependent, catalytic, beta"
18749	Q8C4J3	Mus musculus	"protein kinase, cAMP dependent, catalytic, beta"
18749	P05206	Mus musculus	"protein kinase, cAMP dependent, catalytic, beta"
18749	Q8CBP8	Mus musculus	"protein kinase, cAMP dependent, catalytic, beta"
18749	Q3UDD0	Mus musculus	"protein kinase, cAMP dependent, catalytic, beta"
18749	P68181	Mus musculus	"protein kinase, cAMP dependent, catalytic, beta"
234267	P35802	Mus musculus	glycoprotein m6a
234267	Q8R1P3	Mus musculus	glycoprotein m6a
234267	Q542P2	Mus musculus	glycoprotein m6a
72168	Q4VAA4	Mus musculus	"apoptosis-inducing factor, mitochondrion-associated 3"
72168	Q3TY86	Mus musculus	"apoptosis-inducing factor, mitochondrion-associated 3"
72168	Q0VBD6	Mus musculus	"apoptosis-inducing factor, mitochondrion-associated 3"
72168	Q8BWV0	Mus musculus	"apoptosis-inducing factor, mitochondrion-associated 3"
76108	Q810A2	Mus musculus	RAS related protein 2a
76108	Q7TSK4	Mus musculus	RAS related protein 2a
76108	Q80ZJ1	Mus musculus	RAS related protein 2a
76108	Q9D3D5	Mus musculus	RAS related protein 2a
76108	Q3USK1	Mus musculus	RAS related protein 2a
67412	Q6NZL0	Mus musculus	RIKEN cDNA 6330407J23 gene
67412	Q8BLM2	Mus musculus	RIKEN cDNA 6330407J23 gene
67412	Q9CU45	Mus musculus	RIKEN cDNA 6330407J23 gene
67412	Q9CSN3	Mus musculus	RIKEN cDNA 6330407J23 gene
56637	Q9WV60	Mus musculus	glycogen synthase kinase 3 beta
56637	Q3TB31	Mus musculus	glycogen synthase kinase 3 beta
56637	Q5KU03	Mus musculus	glycogen synthase kinase 3 beta
217219	Q6P2L1	Mus musculus	"family with sequence similarity 171, member A2"
217219	Q05CH6	Mus musculus	"family with sequence similarity 171, member A2"
217219	B7ZC48	Mus musculus	"family with sequence similarity 171, member A2"
217219	A2A699	Mus musculus	"family with sequence similarity 171, member A2"
67003	Q8BK11	Mus musculus	ubiquinol cytochrome c reductase core protein 2
67003	Q9DB77	Mus musculus	ubiquinol cytochrome c reductase core protein 2
67003	Q9CVK7	Mus musculus	ubiquinol cytochrome c reductase core protein 2
208151	Q5DTV2	Mus musculus	transmembrane protein 132B
18739	O35954	Mus musculus	"phosphatidylinositol transfer protein, membrane-associated 1"
66606	A2AKH7	Mus musculus	leucine rich repeat containing 57
66606	Q9CSK4	Mus musculus	leucine rich repeat containing 57
66606	Q9DC95	Mus musculus	leucine rich repeat containing 57
66606	Q9D1G5	Mus musculus	leucine rich repeat containing 57
66606	Q9CTX7	Mus musculus	leucine rich repeat containing 57
66606	Q8JZX5	Mus musculus	leucine rich repeat containing 57
208158	Q8C540	Mus musculus	MAP6 domain containing 1
208158	Q3TQE2	Mus musculus	MAP6 domain containing 1
208158	Q14BB9	Mus musculus	MAP6 domain containing 1
17698	Q3UF33	Mus musculus	moesin
17698	Q3TZQ2	Mus musculus	moesin
17698	Q8BSN4	Mus musculus	moesin
17698	Q3UL28	Mus musculus	moesin
17698	B1AX70	Mus musculus	moesin
17698	P26041	Mus musculus	moesin
17698	Q05DU4	Mus musculus	moesin
68015	Q9CQN1	Mus musculus	TNF receptor-associated protein 1
68015	Q542I4	Mus musculus	TNF receptor-associated protein 1
68015	Q3TSG8	Mus musculus	TNF receptor-associated protein 1
68015	Q922R9	Mus musculus	TNF receptor-associated protein 1
68015	Q3UPJ8	Mus musculus	TNF receptor-associated protein 1
68015	Q922Z3	Mus musculus	TNF receptor-associated protein 1
68015	Q3TK29	Mus musculus	TNF receptor-associated protein 1
76510	Q8CFV8	Mus musculus	trafficking protein particle complex 9
76510	Q3UU81	Mus musculus	trafficking protein particle complex 9
76510	Q9D8R6	Mus musculus	trafficking protein particle complex 9
76510	Q8CD01	Mus musculus	trafficking protein particle complex 9
76510	Q6NS50	Mus musculus	trafficking protein particle complex 9
76510	Q69Z79	Mus musculus	trafficking protein particle complex 9
76510	Q3U0M1	Mus musculus	trafficking protein particle complex 9
234663	Q6PDL0	Mus musculus	"dynein, cytoplasmic 1 light intermediate chain 2"
234663	Q3UGJ3	Mus musculus	"dynein, cytoplasmic 1 light intermediate chain 2"
236915	Q8CAF9	Mus musculus	CDC42 guanine nucleotide exchange factor (GEF) 9
236915	Q80U06	Mus musculus	CDC42 guanine nucleotide exchange factor (GEF) 9
236915	B1AXI3	Mus musculus	CDC42 guanine nucleotide exchange factor (GEF) 9
236915	Q3TQ60	Mus musculus	CDC42 guanine nucleotide exchange factor (GEF) 9
236915	B9EJ88	Mus musculus	CDC42 guanine nucleotide exchange factor (GEF) 9
236915	B1AXI5	Mus musculus	CDC42 guanine nucleotide exchange factor (GEF) 9
236915	Q3UTH8	Mus musculus	CDC42 guanine nucleotide exchange factor (GEF) 9
192786	Q5NCJ1	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q5NCJ2	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q5NCJ3	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q8R3E5	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q8BX14	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q8BLC8	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q3UPQ2	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q5NCJ4	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q3TPI6	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q5NCJ5	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q562E3	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q5DTR1	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q8VCK0	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	B2RUJ6	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q3TKC6	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
192786	Q5NCJ0	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6
57778	Q9Z2V7	Mus musculus	formin-like 1
57778	Q3TY82	Mus musculus	formin-like 1
57778	Q6KAN4	Mus musculus	formin-like 1
57778	Q9JL26	Mus musculus	formin-like 1
57778	A2AB60	Mus musculus	formin-like 1
57778	A2AB61	Mus musculus	formin-like 1
19092	Q3UWE0	Mus musculus	"protein kinase, cGMP-dependent, type II"
19092	Q8C4R2	Mus musculus	"protein kinase, cGMP-dependent, type II"
19092	Q8CAH8	Mus musculus	"protein kinase, cGMP-dependent, type II"
19092	Q61410	Mus musculus	"protein kinase, cGMP-dependent, type II"
19092	Q3TMJ2	Mus musculus	"protein kinase, cGMP-dependent, type II"
21916	Q3KP84	Mus musculus	tropomodulin 1
21916	Q9ERR9	Mus musculus	tropomodulin 1
21916	P49813	Mus musculus	tropomodulin 1
18488	Q3US71	Mus musculus	contactin 3
18488	Q07409	Mus musculus	contactin 3
13609	Q99NR5	Mus musculus	sphingosine-1-phosphate receptor 1
13609	Q9R235	Mus musculus	sphingosine-1-phosphate receptor 1
13609	Q8C4A3	Mus musculus	sphingosine-1-phosphate receptor 1
13609	Q3UUK3	Mus musculus	sphingosine-1-phosphate receptor 1
13609	O08530	Mus musculus	sphingosine-1-phosphate receptor 1
13609	Q9DC35	Mus musculus	sphingosine-1-phosphate receptor 1
224997	Q8BZL7	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q3UHD8	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q5DTK5	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q6XBF4	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q6P6N4	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q3TQC6	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q9D415	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q8C0G0	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q8BZQ1	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q3UVU8	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q8BXU6	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q52KF6	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
224997	Q3TSN1	Mus musculus	"discs, large (Drosophila) homolog-associated protein 1"
18484	P97467	Mus musculus	peptidylglycine alpha-amidating monooxygenase
18484	A1L331	Mus musculus	peptidylglycine alpha-amidating monooxygenase
18484	Q8BQ31	Mus musculus	peptidylglycine alpha-amidating monooxygenase
18484	Q3V1A8	Mus musculus	peptidylglycine alpha-amidating monooxygenase
18483	Q3TRX4	Mus musculus	paralemmin
18483	Q9Z0P3	Mus musculus	paralemmin
18483	Q8CB16	Mus musculus	paralemmin
18483	Q9Z0P4	Mus musculus	paralemmin
18483	Q6ZQE7	Mus musculus	paralemmin
18483	Q542N8	Mus musculus	paralemmin
18483	Q3UZP7	Mus musculus	paralemmin
18483	Q91WF5	Mus musculus	paralemmin
54683	Q91YU9	Mus musculus	peroxiredoxin 5
54683	Q3UWS9	Mus musculus	peroxiredoxin 5
54683	Q9JHL8	Mus musculus	peroxiredoxin 5
54683	Q3U7H9	Mus musculus	peroxiredoxin 5
54683	P99029	Mus musculus	peroxiredoxin 5
54683	Q9QX45	Mus musculus	peroxiredoxin 5
54683	Q9D6X2	Mus musculus	peroxiredoxin 5
54683	Q9QZ75	Mus musculus	peroxiredoxin 5
57743	Q9JLR1	Mus musculus	"Sec61, alpha subunit 2 (S. cerevisiae)"
57743	Q3TTK6	Mus musculus	"Sec61, alpha subunit 2 (S. cerevisiae)"
57743	Q9CYJ6	Mus musculus	"Sec61, alpha subunit 2 (S. cerevisiae)"
57743	A2ATT8	Mus musculus	"Sec61, alpha subunit 2 (S. cerevisiae)"
57743	A2ATT9	Mus musculus	"Sec61, alpha subunit 2 (S. cerevisiae)"
98660	Q6ZQ49	Mus musculus	"ATPase, Na+/K+ transporting, alpha 2 polypeptide"
98660	Q6PIE5	Mus musculus	"ATPase, Na+/K+ transporting, alpha 2 polypeptide"
98660	Q80UZ8	Mus musculus	"ATPase, Na+/K+ transporting, alpha 2 polypeptide"
98660	Q8R3A9	Mus musculus	"ATPase, Na+/K+ transporting, alpha 2 polypeptide"
98660	Q3UHK5	Mus musculus	"ATPase, Na+/K+ transporting, alpha 2 polypeptide"
18718	Q544E3	Mus musculus	"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha"
18718	A2ASS3	Mus musculus	"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha"
18718	Q9CZS7	Mus musculus	"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha"
18718	O70172	Mus musculus	"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha"
19084	Q8C3Z4	Mus musculus	"protein kinase, cAMP dependent regulatory, type I, alpha"
19084	A2AI69	Mus musculus	"protein kinase, cAMP dependent regulatory, type I, alpha"
19084	Q3UBA7	Mus musculus	"protein kinase, cAMP dependent regulatory, type I, alpha"
19084	Q9DBC7	Mus musculus	"protein kinase, cAMP dependent regulatory, type I, alpha"
19084	Q9JHR6	Mus musculus	"protein kinase, cAMP dependent regulatory, type I, alpha"
19084	Q9JHR5	Mus musculus	"protein kinase, cAMP dependent regulatory, type I, alpha"
19084	Q3UKU7	Mus musculus	"protein kinase, cAMP dependent regulatory, type I, alpha"
19084	A2AI68	Mus musculus	"protein kinase, cAMP dependent regulatory, type I, alpha"
19084	Q9CS50	Mus musculus	"protein kinase, cAMP dependent regulatory, type I, alpha"
19084	Q3TYK4	Mus musculus	"protein kinase, cAMP dependent regulatory, type I, alpha"
19085	Q3TY04	Mus musculus	"protein kinase, cAMP dependent regulatory, type I beta"
19085	P12849	Mus musculus	"protein kinase, cAMP dependent regulatory, type I beta"
19085	Q921L9	Mus musculus	"protein kinase, cAMP dependent regulatory, type I beta"
19087	Q8BTC5	Mus musculus	"protein kinase, cAMP dependent regulatory, type II alpha"
19087	Q9CYV3	Mus musculus	"protein kinase, cAMP dependent regulatory, type II alpha"
19087	P12367	Mus musculus	"protein kinase, cAMP dependent regulatory, type II alpha"
19087	Q8K1M3	Mus musculus	"protein kinase, cAMP dependent regulatory, type II alpha"
215114	Q3TLS2	Mus musculus	huntingtin interacting protein 1
215114	Q8C303	Mus musculus	huntingtin interacting protein 1
215114	Q571K7	Mus musculus	huntingtin interacting protein 1
215114	Q8VD75	Mus musculus	huntingtin interacting protein 1
18477	Q3UBV4	Mus musculus	peroxiredoxin 1; predicted gene 7204
18477	Q3U9J9	Mus musculus	peroxiredoxin 1; predicted gene 7204
18477	P35700	Mus musculus	peroxiredoxin 1; predicted gene 7204
18477	B1AXW7	Mus musculus	peroxiredoxin 1; predicted gene 7204
18477	Q9CWI2	Mus musculus	peroxiredoxin 1; predicted gene 7204
19088	Q3V2X9	Mus musculus	"protein kinase, cAMP dependent regulatory, type II beta"
19088	Q3UTZ1	Mus musculus	"protein kinase, cAMP dependent regulatory, type II beta"
19088	Q8BRZ7	Mus musculus	"protein kinase, cAMP dependent regulatory, type II beta"
19088	P31324	Mus musculus	"protein kinase, cAMP dependent regulatory, type II beta"
19088	B1B199	Mus musculus	"protein kinase, cAMP dependent regulatory, type II beta"
19088	Q80ZM4	Mus musculus	"protein kinase, cAMP dependent regulatory, type II beta"
56212	Q3UDZ1	Mus musculus	"ras homolog gene family, member G"
56212	B2KKU6	Mus musculus	"ras homolog gene family, member G"
56212	P84096	Mus musculus	"ras homolog gene family, member G"
56212	P35238	Mus musculus	"ras homolog gene family, member G"
56212	Q8NI04	Mus musculus	"ras homolog gene family, member G"
18479	Q9R2B2	Mus musculus	p21 protein (Cdc42/Rac)-activated kinase 1
18479	O88643	Mus musculus	p21 protein (Cdc42/Rac)-activated kinase 1
236511	Q8BJP2	Mus musculus	"eukaryotic translation initiation factor 2C, 1"
236511	A1L365	Mus musculus	"eukaryotic translation initiation factor 2C, 1"
236511	Q8CGU0	Mus musculus	"eukaryotic translation initiation factor 2C, 1"
236511	Q8CJG1	Mus musculus	"eukaryotic translation initiation factor 2C, 1"
236511	A2VDG1	Mus musculus	"eukaryotic translation initiation factor 2C, 1"
56216	O35525	Mus musculus	syntaxin 1B
56216	A2RSB4	Mus musculus	syntaxin 1B
56216	P61264	Mus musculus	syntaxin 1B
56216	P32853	Mus musculus	syntaxin 1B
207728	Q3TYU3	Mus musculus	"phosphodiesterase 2A, cGMP-stimulated"
207728	Q3TCR8	Mus musculus	"phosphodiesterase 2A, cGMP-stimulated"
207728	Q3TD37	Mus musculus	"phosphodiesterase 2A, cGMP-stimulated"
207728	Q8K2U1	Mus musculus	"phosphodiesterase 2A, cGMP-stimulated"
207728	Q3TYK5	Mus musculus	"phosphodiesterase 2A, cGMP-stimulated"
207728	Q3TY50	Mus musculus	"phosphodiesterase 2A, cGMP-stimulated"
207728	Q3TXZ6	Mus musculus	"phosphodiesterase 2A, cGMP-stimulated"
207728	Q922S4	Mus musculus	"phosphodiesterase 2A, cGMP-stimulated"
207728	Q5PR72	Mus musculus	"phosphodiesterase 2A, cGMP-stimulated"
18082	O55125	Mus musculus	4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans)
18082	Q5SVF7	Mus musculus	4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans)
18082	Q3UGS1	Mus musculus	4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans)
240058	Q8BVA1	Mus musculus	copine V; similar to Copine V
240058	Q8JZW4	Mus musculus	copine V; similar to Copine V
72542	Q8BX10	Mus musculus	phosphoglycerate mutase family member 5
72542	B2RSM6	Mus musculus	phosphoglycerate mutase family member 5
72542	A1A4A7	Mus musculus	phosphoglycerate mutase family member 5
72542	Q3UK19	Mus musculus	phosphoglycerate mutase family member 5
72542	Q9CZU2	Mus musculus	phosphoglycerate mutase family member 5
72542	Q8BM78	Mus musculus	phosphoglycerate mutase family member 5
72542	Q80VY8	Mus musculus	phosphoglycerate mutase family member 5
57754	Q9JKC6	Mus musculus	cell cycle exit and neuronal differentiation 1
57754	Q9DBA0	Mus musculus	cell cycle exit and neuronal differentiation 1
227937	Q68G56	Mus musculus	plakophilin 4
227937	Q9CRE3	Mus musculus	plakophilin 4
227937	Q8BVH1	Mus musculus	plakophilin 4
227937	Q05D18	Mus musculus	plakophilin 4
227937	A2AS44	Mus musculus	plakophilin 4
227937	Q8BK47	Mus musculus	plakophilin 4
227937	A2AS46	Mus musculus	plakophilin 4
227937	A2AS45	Mus musculus	plakophilin 4
227937	Q68FH0	Mus musculus	plakophilin 4
227937	Q640N0	Mus musculus	plakophilin 4
227937	Q3UIX3	Mus musculus	plakophilin 4
227937	A2AS47	Mus musculus	plakophilin 4
13627	Q61511	Mus musculus	predicted gene 5869; predicted gene 7161; predicted gene 7105; predicted gene 5822; similar to eukaryotic translation elongation factor 1 alpha 1; predicted gene 6192; predicted gene 6392; predicted gene 6767; predicted gene 6170; predicted gene 6548; predicted gene 6789; eukaryotic translation elongation factor 1 alpha 1
13627	Q99KU5	Mus musculus	predicted gene 5869; predicted gene 7161; predicted gene 7105; predicted gene 5822; similar to eukaryotic translation elongation factor 1 alpha 1; predicted gene 6192; predicted gene 6392; predicted gene 6767; predicted gene 6170; predicted gene 6548; predicted gene 6789; eukaryotic translation elongation factor 1 alpha 1
13627	Q58E64	Mus musculus	predicted gene 5869; predicted gene 7161; predicted gene 7105; predicted gene 5822; similar to eukaryotic translation elongation factor 1 alpha 1; predicted gene 6192; predicted gene 6392; predicted gene 6767; predicted gene 6170; predicted gene 6548; predicted gene 6789; eukaryotic translation elongation factor 1 alpha 1
13627	Q6ZWN2	Mus musculus	predicted gene 5869; predicted gene 7161; predicted gene 7105; predicted gene 5822; similar to eukaryotic translation elongation factor 1 alpha 1; predicted gene 6192; predicted gene 6392; predicted gene 6767; predicted gene 6170; predicted gene 6548; predicted gene 6789; eukaryotic translation elongation factor 1 alpha 1
13627	P10126	Mus musculus	predicted gene 5869; predicted gene 7161; predicted gene 7105; predicted gene 5822; similar to eukaryotic translation elongation factor 1 alpha 1; predicted gene 6192; predicted gene 6392; predicted gene 6767; predicted gene 6170; predicted gene 6548; predicted gene 6789; eukaryotic translation elongation factor 1 alpha 1
13627	Q4FZE5	Mus musculus	predicted gene 5869; predicted gene 7161; predicted gene 7105; predicted gene 5822; similar to eukaryotic translation elongation factor 1 alpha 1; predicted gene 6192; predicted gene 6392; predicted gene 6767; predicted gene 6170; predicted gene 6548; predicted gene 6789; eukaryotic translation elongation factor 1 alpha 1
13627	Q3UZQ3	Mus musculus	predicted gene 5869; predicted gene 7161; predicted gene 7105; predicted gene 5822; similar to eukaryotic translation elongation factor 1 alpha 1; predicted gene 6192; predicted gene 6392; predicted gene 6767; predicted gene 6170; predicted gene 6548; predicted gene 6789; eukaryotic translation elongation factor 1 alpha 1
13627	Q3UA81	Mus musculus	predicted gene 5869; predicted gene 7161; predicted gene 7105; predicted gene 5822; similar to eukaryotic translation elongation factor 1 alpha 1; predicted gene 6192; predicted gene 6392; predicted gene 6767; predicted gene 6170; predicted gene 6548; predicted gene 6789; eukaryotic translation elongation factor 1 alpha 1
13627	Q8BMB8	Mus musculus	predicted gene 5869; predicted gene 7161; predicted gene 7105; predicted gene 5822; similar to eukaryotic translation elongation factor 1 alpha 1; predicted gene 6192; predicted gene 6392; predicted gene 6767; predicted gene 6170; predicted gene 6548; predicted gene 6789; eukaryotic translation elongation factor 1 alpha 1
13627	Q8BVS8	Mus musculus	predicted gene 5869; predicted gene 7161; predicted gene 7105; predicted gene 5822; similar to eukaryotic translation elongation factor 1 alpha 1; predicted gene 6192; predicted gene 6392; predicted gene 6767; predicted gene 6170; predicted gene 6548; predicted gene 6789; eukaryotic translation elongation factor 1 alpha 1
13627	Q3TII3	Mus musculus	predicted gene 5869; predicted gene 7161; predicted gene 7105; predicted gene 5822; similar to eukaryotic translation elongation factor 1 alpha 1; predicted gene 6192; predicted gene 6392; predicted gene 6767; predicted gene 6170; predicted gene 6548; predicted gene 6789; eukaryotic translation elongation factor 1 alpha 1
13628	P62631	Mus musculus	eukaryotic translation elongation factor 1 alpha 2
13628	P27706	Mus musculus	eukaryotic translation elongation factor 1 alpha 2
13629	O89070	Mus musculus	predicted gene 13050; eukaryotic translation elongation factor 2
13629	P58252	Mus musculus	predicted gene 13050; eukaryotic translation elongation factor 2
13629	Q3TJZ1	Mus musculus	predicted gene 13050; eukaryotic translation elongation factor 2
13629	Q3TK17	Mus musculus	predicted gene 13050; eukaryotic translation elongation factor 2
13629	Q544E4	Mus musculus	predicted gene 13050; eukaryotic translation elongation factor 2
13629	Q99LT6	Mus musculus	predicted gene 13050; eukaryotic translation elongation factor 2
13629	Q3TLB1	Mus musculus	predicted gene 13050; eukaryotic translation elongation factor 2
13629	Q3TX47	Mus musculus	predicted gene 13050; eukaryotic translation elongation factor 2
13629	Q3UDC8	Mus musculus	predicted gene 13050; eukaryotic translation elongation factor 2
13629	Q3TSK4	Mus musculus	predicted gene 13050; eukaryotic translation elongation factor 2
